0.026708, 0.077718
0.029501, 0.071362
0.024817, 0.224174
0.027627, 0.120688
0.016500, 0.078891
0.033270, 0.186054
0.025802, 0.142027
0.040978, 0.380091
0.041630, 0.439740
0.025667, 0.096167
0.038883, 0.203907
0.030352, 0.157648
0.019538, 0.070446
0.047642, 0.199289
0.019737, 0.122075
0.032870, 0.286514
0.031505, 0.188495
0.018252, 0.105252
0.021827, 0.120121
0.023299, 0.160450
0.024344, 0.072010
0.052293, 0.250546
0.017837, 0.065131
0.022473, 0.439246
0.027769, 0.101752
0.029780, 0.118641
0.024253, 0.069790
0.023645, 0.167090
0.021746, 0.204201
0.037079, 0.059049
0.024761, 0.055515
0.061333, 0.076785
0.038976, 0.110518
0.019620, 0.085314
0.022206, 0.054359
0.023593, 0.072213
0.023251, 0.172035
0.024918, 0.263049
0.028898, 0.286937
0.014825, 0.091506
0.021412, 0.124908
0.023650, 0.091389
0.019881, 0.080174
0.031595, 0.179907
0.024124, 0.074883
0.036867, 0.281129
0.022738, 0.066709
0.036696, 0.202807
0.027433, 0.249869
0.031986, 0.111821
0.026846, 0.346433
0.025960, 0.058121
0.035405, 0.363318
0.037651, 0.348674
0.019744, 0.220735
0.029758, 0.212133
0.025124, 0.157835
0.061675, 0.383518
0.025133, 0.261271
0.044103, 0.281460
0.024493, 0.101061
0.045140, 0.160489
0.044995, 0.171304
0.043993, 0.168119
0.022434, 0.107691
0.022409, 0.100327
0.031057, 0.097290
0.023379, 0.162273
0.025431, 0.517694
0.023607, 0.167223
0.033614, 0.351293
0.033172, 0.171152
0.019072, 0.207328
0.026357, 0.092338
0.030024, 0.341773
0.034909, 0.336896
0.017746, 0.079025
0.034809, 0.158997
0.027401, 0.086954
0.021925, 0.095537
0.026139, 0.110349
0.027216, 0.289051
0.027044, 0.397295
0.035901, 0.194995
0.028704, 0.142185
0.022991, 0.168435
0.024083, 0.364969
0.029203, 0.231238
0.024044, 0.097967
0.022277, 0.093074
0.020215, 0.116409
0.044292, 0.289270
0.027998, 0.094346
0.038875, 0.348490
0.026255, 0.135808
0.025358, 0.082543
0.046665, 0.115129
0.020255, 0.079892
0.036987, 0.587135
0.027889, 0.181248
0.023568, 0.145150
0.021563, 0.169374
0.034605, 0.560143
0.024155, 0.058785
0.049022, 0.150549
0.024434, 0.133676
0.029889, 0.092205
0.022680, 0.209416
0.022099, 0.426247
0.032181, 0.106121
0.029889, 0.080951
0.015074, 0.102791
0.019021, 0.144374
0.025110, 0.112914
0.027503, 0.158756
0.047601, 0.230557
0.016063, 0.091889
0.021630, 0.136173
0.017546, 0.063564
0.044244, 0.282620
0.020274, 0.160045
0.024540, 0.052141
0.029193, 0.128037
0.034089, 0.286963
0.015119, 0.119387
0.029977, 0.172514
0.024887, 0.108248
0.031122, 0.619158
0.040959, 0.206782
0.028433, 0.214799
