0.025578, 0.112122
0.021118, 0.106315
0.022807, 0.245704
0.020509, 0.079768
0.020128, 0.109585
0.021534, 0.172851
0.029482, 0.147462
0.026472, 0.361542
0.028695, 0.637480
0.027570, 0.203972
0.031245, 0.124962
0.028303, 0.207540
0.022109, 0.124375
0.018579, 0.107071
0.022789, 0.087674
0.029060, 0.378080
0.026112, 0.126587
0.042940, 0.222230
0.027062, 0.122349
0.044768, 0.731509
0.039211, 0.197797
0.036076, 0.476558
0.024504, 0.209087
0.026180, 0.127064
0.041186, 0.119617
0.027603, 0.097491
0.022867, 0.068378
0.049796, 0.175445
0.024024, 0.350073
0.027374, 0.059578
0.020380, 0.065114
0.018649, 0.118716
0.029057, 0.391228
0.018934, 0.058128
0.024261, 0.149740
0.037075, 0.121647
0.020209, 0.092277
0.020665, 0.112614
0.034212, 0.445087
0.032287, 0.127613
0.016350, 0.070595
0.018065, 0.081382
0.018828, 0.108271
0.016404, 0.070151
0.027888, 0.225771
0.027578, 0.270552
0.029556, 0.112903
0.031355, 0.122554
0.022535, 0.291868
0.030674, 0.127829
0.025615, 0.073886
0.038567, 0.195902
0.023448, 0.101495
0.018161, 0.286333
0.026149, 0.120521
0.028420, 0.166495
0.040020, 0.710884
0.032436, 0.159539
0.031690, 0.192469
0.039104, 0.134474
0.023154, 0.208082
0.035907, 0.085488
0.026707, 0.305053
0.027145, 0.053908
0.032176, 0.127855
0.032885, 0.269684
0.064781, 0.392923
0.031654, 0.148145
0.030185, 0.210089
0.021303, 0.457421
0.023262, 0.086572
0.075833, 0.345224
0.016838, 0.238977
0.034839, 0.134225
0.047745, 0.403854
0.024056, 0.236281
0.027061, 0.094012
0.021092, 0.104137
0.042043, 0.263761
0.022626, 0.107610
0.024649, 0.139060
0.031426, 0.190657
0.026863, 0.226438
0.024872, 0.198849
0.027583, 0.228043
0.036380, 0.293071
0.019636, 0.217911
0.029744, 0.188773
0.035763, 0.073663
0.018431, 0.072695
0.026394, 0.132172
0.026659, 0.148610
0.031591, 0.198699
0.041396, 0.300030
0.034779, 0.375360
0.032665, 0.280798
0.022230, 0.120375
0.025001, 0.060874
0.022219, 0.126522
0.023992, 0.132963
0.023825, 0.127562
0.026442, 0.109081
0.015670, 0.070415
0.037356, 0.060171
0.021605, 0.156934
0.021166, 0.180142
0.016374, 0.085919
0.024145, 0.065638
0.066193, 0.300310
0.034175, 1.587055
0.020137, 0.076689
0.027143, 0.098924
0.041311, 0.162428
0.040686, 0.090901
0.022959, 0.136800
0.040771, 0.158737
0.037512, 0.313077
0.024532, 0.101090
0.037173, 0.065941
0.027745, 0.192864
0.041069, 0.250392
0.030640, 0.084510
0.035961, 0.067614
0.022838, 0.144714
0.038613, 0.158974
0.013826, 0.055325
0.027040, 0.367704
0.027907, 0.084045
0.032491, 0.125722
0.022678, 0.067475
0.053767, 0.251525
0.040546, 0.216808
0.020497, 0.224135
0.028294, 0.366389
0.042999, 0.232305
0.024040, 0.116492
0.029920, 0.127647
0.021711, 0.066108
0.012567, 0.069231
0.032887, 0.127043
0.044503, 0.198870
0.031215, 0.222214
0.032351, 0.113320
0.033741, 0.085861
0.020632, 0.138090
0.028372, 0.179719
0.036977, 0.151463
0.026824, 0.205223
0.018094, 0.094248
0.023718, 0.220085
0.023677, 0.127793
0.027207, 0.137467
0.020430, 0.039382
0.016553, 0.052376
0.016300, 0.120294
0.025487, 0.155184
0.024382, 0.105538
0.041969, 0.271690
0.027442, 0.217494
0.035309, 0.235287
0.040677, 0.077562
0.037747, 0.158588
0.033028, 0.340424
0.022267, 0.193424
0.044447, 0.327697
0.037340, 0.249050
0.030619, 0.084720
0.030723, 0.299288
0.045051, 1.170694
0.024597, 0.123304
0.019800, 0.137512
0.038460, 0.417370
0.031067, 0.273534
0.019227, 0.125282
0.030101, 0.403081
0.023055, 0.180686
0.026648, 0.097128
0.048400, 0.525492
0.025388, 0.369381
0.032945, 0.165149
0.041677, 0.176508
0.024108, 0.333499
0.031603, 0.112302
0.020090, 0.051025
0.031613, 0.144771
0.034505, 0.074849
0.022734, 0.466584
0.016845, 0.062907
0.026322, 0.073964
0.036463, 0.186538
0.025683, 0.081939
0.025228, 0.140717
0.039161, 0.147093
0.018701, 0.069045
0.033928, 0.136659
0.027368, 0.154462
0.042445, 0.280119
0.032859, 0.095212
0.027275, 0.266430
0.025987, 0.333680
0.030454, 0.073374
0.022291, 0.167839
0.020488, 0.141572
0.022018, 0.067639
0.018590, 0.070664
0.025488, 0.046566
0.033898, 0.223090
0.030455, 0.146906
0.027091, 0.318525
0.015871, 0.099585
0.027720, 0.210510
0.020731, 0.060479
0.029183, 0.118745
0.025432, 0.142337
0.037687, 0.219120
0.022219, 0.195619
0.021445, 0.098843
0.035971, 0.226414
0.024944, 0.098343
0.032939, 0.232503
0.040561, 0.209470
0.018532, 0.255932
0.023385, 0.123856
0.037147, 0.489463
0.027588, 0.107690
0.037938, 0.071525
0.037775, 0.227595
0.023186, 0.064398
0.030075, 0.226980
0.019648, 0.090574
0.024088, 0.240337
0.018264, 0.076046
0.014260, 0.062555
0.030139, 0.255816
0.034481, 0.212075
0.024989, 0.118779
0.017500, 0.067844
0.029144, 0.246724
0.023225, 0.197321
0.019941, 0.303631
0.019052, 0.066704
0.025159, 0.161259
0.028442, 0.217992
0.018226, 0.187563
0.038557, 0.203507
0.031185, 0.220852
0.034936, 0.175890
0.033666, 0.141942
0.015201, 0.076505
0.019445, 0.071065
0.021973, 0.061849
0.021863, 0.135551
0.033257, 0.250586
0.026301, 0.187834
0.036939, 0.175492
0.022004, 0.098452
0.015036, 0.146384
0.028884, 0.099985
0.024885, 0.061665
0.023331, 0.171863
0.019843, 0.125784
0.031070, 0.141472
0.020553, 0.167803
0.014880, 0.049702
0.015063, 0.083385
0.020733, 0.074870
0.021990, 0.144428
0.018870, 0.073081
0.032796, 0.232158
0.026359, 0.406109
0.019211, 0.069161
0.031487, 0.181070
0.045485, 0.111574
0.038350, 0.068535
0.019451, 0.048047
0.024754, 0.105868
0.039110, 0.227308
0.023176, 0.119546
0.052775, 0.239082
0.014521, 0.087805
0.024910, 0.111336
0.044459, 0.120680
0.037336, 0.249010
0.023809, 0.076921
0.036325, 0.119083
0.022796, 0.065970
0.029906, 0.086218
0.038531, 0.298118
0.024555, 0.057841
0.042651, 0.305122
0.029467, 0.079294
0.028499, 0.168705
0.029867, 0.053429
0.035093, 0.429102
0.021645, 0.112528
0.019586, 0.081354
0.025187, 0.223020
0.030775, 0.045405
0.030305, 0.163396
0.035932, 0.071341
0.020734, 0.120799
0.016744, 0.064988
0.022326, 0.089447
0.020943, 0.067722
0.030293, 0.094108
0.077197, 0.597834
0.024178, 0.121702
0.021361, 0.325385
0.026223, 0.068726
